vg_name,developer,year_released,avg_score,num_reviews
Koihime Enbu RyoRaiRai,UNKNOWN GAMES/Degica,2018,74.67,3.0
Kona,Parabole/Deep Silver,2017,75.0,8.0
Kona VR,Ravenscourt,2018,70.0,1.0
Korix,StellarVR,2017,66.0,5.0
Kotodama: The 7 Mysteries of Fujisawa,Art Co.,Ltd./PQube,67.5,2.0
Krinkle Krusher,Ilusis Interactive Graphics/Funbox Media,2015,48.0,5.0
Kromaia Omega,Kraken Empire/Rising Star Games,2015,69.17,9.0
Kung Fu Panda: Showdown of Legendary Legends,Vicious Cycle/Little Orbit,2015,67.5,2.0
Kung Fury: Street Rage,Hello There,2015,70.0,4.0
L.A. Noire,Team Bondi/2K Games,2017,75.62,8.0
LA Cops,Modern Dream/Team 17,2015,45.0,4.0
Labyrinth Life,D3Publisher,2019,50.0,1.0
Labyrinth of Refrain: Coven of Dusk,Nippon Ichi Software,2018,76.0,5.0
Lapis x Labyrinth,Nippon Ichi Software,2019,75.0,1.0
Lara Croft and the Temple of Osiris,Nixxes Software/Square Enix,2014,73.82,19.0
Lara Croft GO,Square Enix,2016,86.67,9.0
Laser Disco Defenders,Out of Bounds/CONTACT SALES LTD,2016,67.5,2.0
Laser League,roll7/505 Games,2018,83.61,14.0
Laserlife,Choice Provisions,2015,61.67,9.0
Last Day of June,Ovosonico/505 Games,2017,74.69,16.0
Last Stitch Goodnight,Well Bred Rhino,2017,66.25,4.0
Last Wings,Vertice Games,2016,50.0,1.0
Late Shift,Wales Interactive Ltd.,2017,56.67,9.0
LawBreakers,Boss Key Productions/Nexon,2017,75.47,19.0
Layers of Fear,Bloober Team/Aspyr,2016,75.97,29.0
Layers of Fear 2,Bloober Team/Gun Media,2019,70.0,10.0
Layers of Fear: Inheritance,Bloober Team/Aspyr,2016,66.25,4.0
League of War: VR Arena,MunkyFun,Inc.,46.43,7.0
Leaving Lyndow,Eastshade Studios LLC,2017,50.0,2.0
Left Alive,ilinx inc./Square Enix,2019,36.84,19.0
Legend of Kay Anniversary,Kaiko/Nordic Games Publishing,2015,60.71,14.0
LEGO Batman 3: Beyond Gotham,TT Games/Warner Bros. Interactive Entertainment,2014,74.06,31.0
LEGO City Undercover,TT Games/Warner Bros. Interactive Entertainment,2017,77.17,18.0
LEGO DC Super-Villains,TT Games/Warner Bros. Interactive Entertainment,2018,75.59,22.0
LEGO Dimensions,Traveller's Tales/Warner Bros. Interactive Entertainment,2015,79.78,39.0
LEGO Harry Potter Collection,Warner Bros. Interactive Entertainment,2016,73.0,6.0
LEGO Jurassic World,TT Games/Warner Bros. Interactive Entertainment,2015,71.24,34.0
LEGO Marvel Super Heroes,TT Games/Warner Bros. Interactive Entertainment,2013,83.24,17.0
LEGO Marvel Super Heroes 2,TT Games/Warner Bros. Interactive Entertainment,2017,72.33,30.0
LEGO Marvel's Avengers,TT Games/Warner Bros. Interactive Entertainment,2016,71.54,42.0
LEGO Star Wars: The Force Awakens,TT Games/Warner Bros. Interactive Entertainment,2016,78.07,36.0
LEGO The Hobbit,TT Games/Warner Bros. Interactive Entertainment,2014,73.15,33.0
LEGO The Incredibles,TT Games/Warner Bros. Interactive Entertainment,2018,68.2,15.0
LEGO Worlds,TT Games/Warner Bros. Interactive Entertainment,2017,64.56,16.0
Leisure Suit Larry: Wet Dreams Don't Dry,CrazyBunch/Assemble Entertainment,2019,70.0,3.0
Leo's Fortune,1337 & Senri LLC/Tilting Point,2015,70.2,5.0
Let It Die,Grasshopper Manufacture/GungHo,2016,75.28,23.0
Let Them Come,Tuatara Games/Versus Evil,2017,67.5,2.0
Let's Sing 2016,Voxler/Maximum Games,2015,70.0,1.0
Lethal League,Reptile,2017,68.33,3.0
Lethal League Blaze,Reptile,2019,90.0,1.0
Lethal VR,Three Fields Entertainment/Team 17,2016,56.27,11.0
Letter Quest: Grimm's Journey Remastered,Bacon Bandit Games,2016,73.4,5.0
Lichdom: Battlemage,Bigmoon Studios/Maximum Games,2016,62.5,2.0
Lichtspeer,Lichthund/Crunching Koalas,2016,66.82,11.0
Life Goes On: Done to Death,Infinite Monkeys,2016,85.2,5.0
Life is Strange,DONTNOD Entertainment/Square Enix,2015,85.58,12.0
Life is Strange 2: Episode 1 - Roads,DONTNOD Entertainment/Square Enix,2018,81.95,20.0
Life is Strange 2: Episode 2 - Rules,DONTNOD Entertainment/Square Enix,2019,73.18,11.0
Life is Strange 2: Episode 3 - Wastelands,DONTNOD Entertainment/Square Enix,2019,76.58,13.0
Life is Strange 2: Episode 4 - Faith,DONTNOD Entertainment/Square Enix,2019,84.71,7.0
Life is Strange: Before the Storm,Deck Nine Games/Square Enix,2017,76.68,11.0
Life is Strange: Before the Storm - Episode 1: Awake,Deck Nine Games/Square Enix,2017,79.16,28.0
Life is Strange: Before the Storm - Episode 2: Brave New World,Deck Nine Games/Square Enix,2017,80.5,20.0
Life is Strange: Before the Storm - Episode 3: Hell is Empty,Deck Nine Games/Square Enix,2017,76.67,15.0
Life is Strange: Before the Storm - Farewell,Deck Nine Games/Square Enix,2018,81.43,7.0
Life is Strange: Episode 1 - Chrysalis,DONTNOD Entertainment/Square Enix,2015,77.66,32.0
Life is Strange: Episode 2 - Out of Time,DONTNOD Entertainment/Square Enix,2015,78.86,28.0
Life is Strange: Episode 3 - Chaos Theory,DONTNOD Entertainment/Square Enix,2015,80.47,29.0
Life is Strange: Episode 4 - Dark Room,DONTNOD Entertainment/Square Enix,2015,83.29,24.0
Life is Strange: Episode 5 - Polarized,DONTNOD Entertainment/Square Enix,2015,83.46,24.0
Life Of Black Tiger,1Games,2017,10.0,1.0
Lifeless Planet: Premier Edition,Stage 2 Studios/Serenity Forge,2016,60.0,10.0
Light Tracer,Oasis Games,2017,65.0,5.0
Lightfield,Lost in the Garden,2017,55.0,2.0
LIMBO,PLAYDEAD,2015,80.0,1.0
Linelight,My Dog Zorro,2017,78.86,7.0
Lithium: Inmate 39,Canu Arts,2016,48.33,3.0
Little Adventure on the Prairie,Infinite Madaa,2018,10.0,2.0
Little Dragons Cafe,Aksys Games,2018,59.67,9.0
Little Nightmares,Tarsier Studios/Bandai Namco Games,2017,74.03,20.0
Little Nightmares: The Depths,Tarsier Studios/Bandai Namco Games,2017,73.33,3.0
Little Nightmares: The Hideaway,Tarsier Studios/Bandai Namco Games,2017,61.67,3.0
Little Nightmares: The Residence,Tarsier Studios/Bandai Namco Games,2018,80.0,1.0
Little Red Lie,WZOGI,2018,74.17,6.0
Little Witch Academia: Chamber of Time,Bandai Namco Games,2018,57.17,24.0
LittleBigPlanet 3,Sumo Digital/SCEA,2014,80.78,50.0
Livelock,Tuque Games/Perfect World Entertainment,2016,69.17,6.0
Loading Human: Chapter 1,Untold Games/Maximum Games,2016,50.91,11.0
Loadout,Edge of Reality,2014,60.62,8.0
Lock's Quest,Digital Continue/THQ Nordic,2017,30.0,2.0
LocoRoco,Sony Interactive Entertainment,2017,79.58,12.0
LocoRoco 2 Remastered,SCE Japan Studio/Sony Interactive Entertainment,2017,79.0,7.0
Lone Survivor: The Director's Cut,Curve Studios,2014,80.0,3.0
Loot Rascals,Hollow Ponds,2017,68.79,14.0
Lords of the Fallen,Deck 13/City Interactive,2014,68.97,36.0
Lords of the Fallen: Complete Edition,Deck 13/City Interactive,2015,70.0,1.0
Lost Orbit,PixelNAUTS,2015,78.53,15.0
Lost Sea,EastAsiaSoft/Limited Run Games,2016,60.83,12.0
Lost Sphear,Tokyo RPG Factory/Square Enix,2018,69.75,30.0
LOUD on Planet X,Pop Sandbox,2016,72.86,7.0
Lovely Planet,QUICKTEQUILA/tinyBuild,2016,80.0,1.0
Lovers in a Dangerous Spacetime,Asteroid Base,2016,82.29,7.0
Lumines Remastered,Enhance Games,2018,79.38,8.0
Lumo,Triple Eh? Ltd/Rising Star Games,2016,75.45,20.0
Luna,Funomena,2019,70.0,1.0
Machi Knights: Blood Bagos,Cyberfront Korea Corp,2019,40.0,1.0
Mad Max,Avalanche Studios/Warner Bros. Interactive Entertainment,2015,69.4,53.0
Madden NFL 15,EA Sports/Electronic Arts,2014,82.18,33.0
Madden NFL 16,EA Sports,2015,83.97,35.0
Madden NFL 17,EA Sports,2016,82.31,27.0
Madden NFL 18,Electronic Arts,2017,82.87,27.0
Madden NFL 19,EA Tiburon/Electronic Arts,2018,80.5,18.0
Madden NFL 20,Electronic Arts,2019,76.44,18.0
Madden NFL 25,EA Sports/Electronic Arts,2013,75.96,13.0
Mafia III,Hangar 13/2K Games,2016,67.16,37.0
"Mafia III: Faster, Baby!",Hangar 13/2K Games,2017,74.0,1.0
Mafia III: Sign of the Times,Hangar 13/2K Games,2017,55.0,1.0
Mafia III: Stones Unturned,Hangar 13/2K Games,2017,90.0,1.0
Mages of Mystralia,Borealys Games,2017,75.0,3.0
Magicka 2,Pieces Interactive/Paradox Interactive,2015,70.31,16.0
Magnet Knights,Coconut Games,2016,70.0,1.0
Maize,Finish Line Games,2017,45.83,6.0
Maldita Castilla EX: Cursed Castilla,Locomalito/Abylight,2016,70.0,3.0
Malicious Fallen,Alvion/Sony Interactive Entertainment,2017,68.12,8.0
Manifest 99,Flight School Studio/Project Flight School Inc,2017,70.0,1.0
Mantis Burn Racing,VooFoo Studios,2016,72.87,8.0
Manual Samuel,Perfectly Paranormal/Curve Digital,2016,48.0,5.0
Marenian Tavern Story: Patty and the Hungry God,Kemco,2018,70.0,1.0
Mark McMorris Infinite Air,HB Studios Multimedia/Maximum Games,2016,45.56,9.0
Mark of the Ninja: Remastered,Klei Entertainment,2018,100.0,1.0
Marooners,M2H,2018,58.75,4.0
Mars Alive,Step in Future/Winking Entertainment,2019,50.0,1.0
Marvel Heroes Omega,Gazillion,2017,80.0,3.0
Marvel vs. Capcom: Infinite,Capcom,2017,70.43,45.0
Marvel: Ultimate Alliance Bundle,Raven Software/Activision,2016,61.63,8.0
Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,Telltale Games,2017,72.5,16.0
Marvel's Guardians of the Galaxy - Episode 2: Under Pressure,Telltale Games,2017,70.33,6.0
Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling,Telltale Games,2017,63.8,5.0
Marvel's Guardians of the Galaxy - Episode 4: Who Needs You,Telltale Games,2017,65.0,6.0
Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin',Telltale Games,2017,71.81,8.0
Marvel's Guardians of the Galaxy: The Telltale Series,Telltale Games,2017,72.33,3.0
Marvel's Spider-Man,Insomniac Games/Sony Interactive Entertainment,2018,89.24,58.0
Marvel's Spider-Man: Silver Lining,Insomniac Games/Sony Interactive Entertainment,2018,76.25,12.0
Marvel's Spider-Man: The Heist,Insomniac Games/Sony Interactive Entertainment,2018,76.63,16.0
Marvel's Spider-Man: Turf Wars,Insomniac Games/Sony Interactive Entertainment,2018,71.64,14.0
Masquerada: Songs and Shadows,Witching Hour Studios/Ysbryd Games,2017,78.31,13.0
Masquerade: The Baubles of Doom,Big Ant Studios/Home Entertainment Suppliers,2016,50.0,1.0
Mass Effect: Andromeda,BioWare/Electronic Arts,2017,70.11,38.0
Massira,Frost Monkey Games/Factoria Cultural Gestio,S.L.,60.0,2.0
MasterCube,Ertem Yazilim,2015,20.0,1.0
Masters of Anima,Passtech Games/Focus Home Interactive,2018,68.0,10.0
Matterfall,Housemarque/Sony Interactive Entertainment,2017,72.34,29.0
Max: The Curse of Brotherhood,Wired Productions,2017,64.17,6.0
McDROID,Elefantopia LLC/Grip Games,2016,57.0,5.0
MechRunner,Spark Plug Games,2017,40.0,3.0
Mega Coin Squad,Big Pixel Studios/Adult Swim,2015,50.0,1.0
Mega Man 11,Capcom,2018,82.69,35.0
Mega Man Legacy Collection,Digital Eclipse/Capcom,2015,75.69,13.0
Mega Man Legacy Collection 2,Capcom,2017,74.74,23.0
Mega Man X Legacy Collection,Capcom,2018,91.5,4.0
Mega Man X Legacy Collection 1 + 2,Capcom,2018,81.46,12.0
Mega Man X Legacy Collection 2,Capcom,2018,61.67,3.0
Megadimension Neptunia VII,Compile Heart/Idea Factory,2016,71.25,20.0
Megadimension Neptunia VIIR,Compile Heart/Idea Factory,2018,69.89,9.0
Megalith,Disruptive Games,2019,40.0,1.0
Megaton Rainfall,Pentadimensional Games,2017,71.06,16.0
Mekazoo,The Good Mood Creators,2016,77.5,2.0
Melbits World,Melbot Studios/Sony Interactive Entertainment,2019,60.0,2.0
Meow Motors,ArtVostok,2019,60.0,1.0
Mercenary Kings,Tribute Games,2014,74.28,18.0
Mervils: A VR Adventure,VitruviusVR,2017,40.0,1.0
METAGAL,RetroRevolution,2019,40.0,1.0
Metal Gear Solid V: Ground Zeroes,Kojima Productions/Konami,2014,75.23,48.0
Metal Gear Solid V: Metal Gear Online,Kojima Productions/Konami,2015,67.5,2.0
Metal Gear Solid V: The Phantom Pain,Kojima Productions/Konami,2015,91.59,55.0
Metal Gear Survive,Konami,2018,61.09,33.0
Metal Max Xeno,Cattle Call/Kadokawa,2018,56.25,8.0
Metal Slug 3,Code Mystics Inc./SNK Playmore,2015,70.0,2.0
Metal Slug Anthology,Terminal Reality/SNK Playmore,2016,80.0,1.0
Metal Wolf Chaos XD,From Software/Devolver Digital,2019,65.07,15.0
Metrico+,Digital Dreams,2016,78.33,3.0
Metro Exodus,4A Games/Deep Silver,2019,79.0,21.0
Metro Exodus: The Two Colonels,4A Games/Deep Silver,2019,60.0,2.0
Metro Redux,4A Games/Deep Silver,2014,83.65,17.0
Metropolis: Lux Obscura,Ktulhu Solutions,2018,60.0,1.0
Micro Machines World Series,Just Add Water/Codemasters,2017,58.72,18.0
Middle-earth: Shadow of Mordor,Monolith Productions/Warner Bros. Interactive Entertainment,2014,86.55,57.0
Middle-earth: Shadow of Mordor - Lord of the Hunt,Monolith Productions/Warner Bros. Interactive Entertainment,2014,70.0,1.0
Middle-earth: Shadow of Mordor - The Bright Lord,Monolith Productions/Warner Bros. Interactive Entertainment,2015,75.0,4.0
Middle-earth: Shadow of War,Monolith Productions/Warner Bros. Interactive Entertainment,2017,81.47,34.0
Middle-earth: Shadow of War - Blade of Galadriel,Monolith Productions/Warner Bros. Interactive Entertainment,2018,64.0,2.0
Midnight Deluxe,Petite Games/Ratalaika Games,2018,85.0,2.0
Might & Magic: Duel of Champions - Forgotten Wars,Ubisoft,2014,30.0,1.0
Mighty Morphin Power Rangers: Mega Battle,Bamtang/Bandai Namco Games,2017,48.62,13.0
Mighty No. 9,Inti Creates/Deep Silver,2016,50.8,40.0
Miko Mole,EnsenaSoft,2015,30.0,1.0
Milanoir,Italo Games/Good Shepherd Entertainment,2018,47.86,7.0
MilitAnt,Xibalba Studios/Creaciones Interactivas,2016,43.18,11.0
Minecraft: PlayStation 4 Edition,4J Studios/Mojang AB,2014,89.5,8.0
Minecraft: Story Mode - A Telltale Games Series - The Complete Adventure,Telltale Games,2016,80.0,1.0
Minecraft: Story Mode - Episode 1: The Order of the Stone,Telltale Games,2015,73.29,21.0
Minecraft: Story Mode - Episode 2: Assembly Required,Telltale Games,2015,56.67,6.0
Minecraft: Story Mode - Episode 3: The Last Place You Look,Telltale Games,2015,76.67,6.0
Minecraft: Story Mode - Episode 4: A Block and a Hard Place,Telltale Games,2015,72.67,6.0
Minecraft: Story Mode - Episode 5: Order Up!,Telltale Games,2016,76.14,7.0
Minecraft: Story Mode - Episode 6: A Portal to Mystery,Telltale Games,2016,70.0,4.0
Minecraft: Story Mode - Episode 7: Access Denied,Telltale Games,2016,69.25,4.0
Minecraft: Story Mode - Episode 8: A Journey's End?,Telltale Games,2016,64.38,4.0
Minecraft: Story Mode - Season Two: The Telltale Series,Telltale Games,2017,63.75,2.0
Minecraft: Story Mode Season Two - Episode 1: Hero in Residence,Telltale Games,2017,67.0,5.0
Minecraft: Story Mode Season Two - Episode 2: Giant Consequences,Telltale Games,2017,65.0,2.0
Minecraft: Story Mode Season Two - Episode 3: Jailhouse Block,Telltale Games,2017,60.0,1.0
Minecraft: Story Mode Season Two - Episode 4: Below the Bedrock,Telltale Games,2017,70.0,1.0
Minecraft: Story Mode Season Two - Episode 5: Above and Beyond,Telltale Games,2017,50.0,1.0
Mini-Mech Mayhem,FuturLab,2019,68.57,7.0
Minit,JW,Kitty,81.67,15.0
Minutes,Red Phantom Games,2015,75.1,10.0
Mirror's Edge Catalyst,EA DICE/Electronic Arts,2016,69.92,26.0
Mitsurugi Kamui Hikae,Zenith Blue/Limited Run Games,2016,60.0,6.0
Mixups by POWGI,Lightwood Games,2019,80.0,1.0
MLB 14: The Show,SCEA San Diego Studios/SCEA,2014,82.74,19.0
MLB 15: The Show,SCEA San Diego Studios/SCEA,2015,81.5,34.0
MLB Home Run Derby VR,MLB AM,2018,60.0,1.0
MLB The Show 16,SCEA San Diego Studios/SCEA,2016,86.19,32.0
MLB The Show 17,Sony Interactive Entertainment,2017,85.34,32.0
MLB The Show 18,Sony Interactive Entertainment,2018,82.36,21.0
MLB The Show 19,Sony Interactive Entertainment,2019,86.57,21.0
Momodora: Reverie Under the Moonlight,Bombservice/Active Gaming Media,2017,77.44,18.0
Momonga Pinball Adventures,Plug In Digital,2016,50.0,1.0
Monopoly Plus,Asobo Studio/Ubisoft,2014,50.0,2.0
Monopoly: Family Fun Pack,Ubisoft,2014,61.67,3.0
Monster Boy and the Cursed Kingdom,FDG Entertainment,2018,86.11,9.0
Monster Energy Supercross:  The Official Videogame 2,Milestone S.r.l,2019,72.2,10.0
Monster Energy Supercross: The Official Videogame,Milestone S.r.l,2018,67.14,14.0
Monster Hunter: World,Capcom,2018,89.71,51.0
Monster Hunter: World - Iceborne,Capcom,2019,90.76,23.0
Monster Hunter: World - Iceborne Master Edition,Capcom,2019,100.0,1.0
Monster Jam Steel Titans,Rainbow Studios/THQ Nordic,2019,56.67,3.0
Monster Jam: Crush It!,Maximum Games/GameMill Entertainment,2016,40.0,1.0
Monster of the Deep: Final Fantasy XV,Square Enix,2017,64.77,13.0
Monster Slayers,Nerdook Productions/Digerati Distribution,2018,80.0,1.0
Moon Hunters,Kitfox Games,2016,64.0,5.0
Moonfall Ultimate,Fishcow Studio/Wales Interactive Ltd.,2018,52.5,2.0
Moonlighter,Digital Sun/11 bit studios,2018,81.15,20.0
MOP: Operation Cleanup,EnsenaSoft,2016,60.0,1.0
Mordheim: City of the Damned,Rogue Factor/Focus Home Interactive,2016,67.0,5.0
Morphite,Crescent Moon Games/Blowfish Studios,2017,64.6,5.0
Mortal Blitz,Skonec,2017,66.67,3.0
Mortal Kombat 11,NetherRealm Studios/Warner Bros. Interactive Entertainment,2019,82.88,41.0
Mortal Kombat X,NetherRealm Studios/Warner Bros. Interactive Entertainment,2015,84.18,58.0
Mortal Kombat XL,NetherRealm Studios/Warner Bros. Interactive Entertainment,2016,87.12,8.0
Moss,Polyarc/Sony Interactive Entertainment,2018,86.01,34.0
Mother Russia Bleeds,Le Cartel Studio/Devolver Digital,2016,71.25,4.0
Mothergunship,Grip Digital,2018,77.85,13.0
Moto Racer 4,PQube/Anuman Interactive,2017,45.0,4.0
MotoGP 14,Milestone S.r.l/Bandai Namco Games,2014,72.84,19.0
MotoGP 15,Milestone S.r.l,2015,64.29,7.0
MotoGP 17,Milestone S.r.l/Koch Media,2017,65.63,8.0
MotoGP 18,Milestone S.r.l,2018,61.7,10.0
MotoGP 19,Milestone S.r.l,2019,72.5,4.0
Motor Strike: Immortal Legends,FiveXGames,2016,50.0,1.0
Motorcycle Club,Bigben Interactive,2015,27.0,2.0
Mount & Blade: Warband,Taleworlds Entertainment/Koch Media,2016,76.25,8.0
MouseCraft,Crunching Koalas/Curve Studios,2014,73.7,10.0
Move or Die,Those Awesome Guys,2019,85.0,2.0
Mugsters,Reinkout Games/Team 17,2018,68.33,6.0
Mulaka,Lienzo,2018,61.67,9.0
Murdered: Soul Suspect,Airtight Games/Square Enix,2014,61.29,41.0
Musynx,PM Studios Inc./acttil llc.,2018,73.33,3.0
Mutant Football League,Digital Dreams Entertainment LLC,2018,60.0,4.0
Mutant Football League: Dynasty Edition,Nighthawk Interactive,2018,72.5,4.0
Mutant Mudds: Super Challenge,Renegade Kid/Nighthawk Interactive,2016,76.25,8.0
Mutant Year Zero: Road to Eden,High Voltage Software/Funcom,2018,74.09,11.0
Mutazione,Die Gute Fabrik,2019,90.0,1.0
MX Nitro,Miniclip.com,2017,65.0,2.0
MX vs. ATV All Out,Rainbow Studios/THQ Nordic,2018,20.0,1.0
MX vs. ATV All Out: Anniversary Edition,THQ Nordic,2019,77.5,2.0
MX vs. ATV Supercross Encore,Rainbow Studios/THQ Nordic,2015,43.17,6.0
MXGP 2019,Milestone S.r.l,2019,62.75,4.0
MXGP Pro,Milestone S.r.l,2018,59.67,9.0
MXGP: The Official Motocross Videogame,Milestone S.r.l,2014,65.4,10.0
MXGP2: The Official Motocross Videogame,Milestone S.r.l/Intergrow,2016,62.33,6.0
MXGP3: The Official Motocross Videogame,Milestone S.r.l,2017,61.44,9.0
My Brother Rabbit,Artifex Mundi,2018,80.0,3.0
My Hero One's Justice,Bandai Namco Games,2018,68.11,19.0
My Memory of Us,Juggler Games/IMGN.PRO,2018,66.67,3.0
My Name is Mayo,Green Lava Studios,2016,100.0,1.0
My Night Job,Webcore Games,2016,63.33,6.0
My Time At Portia,Pathea Games/Team 17,2019,71.0,7.0
Mystik Belle,Last Dimension,2017,71.67,3.0
N.E.R.O.: Nothing Ever Remains Obscure,Vertigo Games/Soedesco,2016,56.0,5.0
N++,Metanet Software Inc.,2015,84.66,32.0
Nano Assault NEO-X,Shin'en,2014,57.5,2.0
Narcosis,Honor Code,Inc.,65.0,3.0
Naruto Shippuden: Ultimate Ninja Storm 4,CyberConnect2/Bandai Namco Games,2016,79.16,32.0
Naruto Shippuden: Ultimate Ninja Storm 4 - Road to Boruto Expansion,CyberConnect2/Bandai Namco Games,2017,69.2,5.0
Naruto Shippuden: Ultimate Ninja Storm Trilogy,Bandai Namco Games,2017,72.5,2.0
Naruto to Boruto: Shinobi Striker,Soleil/Bandai Namco Games,2018,62.0,10.0
NASCAR Heat 2,Monster Games Inc./704Games,2017,63.1,10.0
NASCAR Heat 3,Monster Games Inc./704Games,2018,61.0,7.0
NASCAR Heat 4,704Games,2019,64.17,3.0
NASCAR Heat Evolution,Monster Games Inc./Dusenberry Martin Racing,2016,62.0,7.0
Natural Doctrine,Kadokawa,2014,57.2,25.0
NBA 2K Playgrounds 2,Saber Interactive/2K Games,2018,72.27,11.0
NBA 2K14,Visual Concepts/2K Sports,2013,84.18,11.0
NBA 2K15,Visual Concepts/2K Sports,2014,81.53,31.0
NBA 2K16,Visual Concepts/2K Games,2015,84.54,26.0
NBA 2K17,Visual Concepts/2K Games,2016,86.1,21.0
NBA 2K18,Visual Concepts/2K Games,2017,76.58,24.0
NBA 2K19,Visual Concepts/2K Games,2018,80.59,22.0
NBA 2K20,Visual Concepts/2K Games,2019,76.07,15.0
NBA 2KVR Experience,2K Games,2016,37.5,2.0
NBA Live 14,EA Sports/Electronic Arts,2013,46.8,20.0
NBA Live 15,EA Sports/Electronic Arts,2014,60.25,14.0
NBA Live 16,EA Sports,2015,59.73,15.0
NBA Live 18,EA Sports/Electronic Arts,2017,73.21,14.0
NBA Live 19,EA Tiburon/Electronic Arts,2018,73.38,13.0
NBA Playgrounds,Saber Interactive,2017,67.75,12.0
Nebulous,Namazu Studios,2016,63.33,3.0
Necropolis,Harebrained Schemes LLC/Bandai Namco Games,2016,56.25,8.0
Necrosphere Deluxe,Cat Nigiri,2019,72.5,2.0
Need for Speed,Ghost Games/Electronic Arts,2015,66.44,40.0
Need for Speed Payback,Ghost Games/Electronic Arts,2017,59.0,30.0
Need for Speed: Rivals,Ghost Games/Electronic Arts,2013,80.59,34.0
Nelke & the Legendary Alchemists: Ateliers of the New World,Gust/Koei Tecmo Games,2019,65.53,15.0
Neon Chrome,10tons,2016,64.58,12.0
Neon Junctions,9 Eyes Game Studio/Ratalaika Games,2019,70.0,1.0
NeuroVoider,Flying Oak Games/Plug In Digital,2017,78.5,2.0
Never Alone,Upper One Games/E-Line Media,2014,73.14,22.0
Never Alone: Foxtales,Upper One Games/E-Line Media,2015,80.0,2.0
Neverending Nightmares,Infinitap Games/Active Gaming Media,2016,72.0,10.0
Neverout,Gamedust,2018,73.33,3.0
Neverwinter,Cryptic Studios/Perfect World Entertainment,2016,75.0,9.0
New Gundam Breaker,Bandai Namco Games,2018,39.4,15.0
Nex Machina: Death Machine,Housemarque,2017,88.62,30.0
Next Up Hero,Digital Continue/Aspyr,2018,60.0,1.0
NHL 15,EA Sports/Electronic Arts,2014,58.95,22.0
NHL 16,EA Canada/EA Sports,2015,79.67,23.0
NHL 17,EA Vancouver/Electronic Arts,2016,80.9,20.0
NHL 18,EA Sports/Electronic Arts,2017,77.06,16.0
NHL 19,EA Sports/Electronic Arts,2018,81.19,16.0
NHL 20,Electronic Arts,2019,77.4,15.0
Ni no Kuni II: Revenant Kingdom,Level 5/Bandai Namco Games,2018,86.3,48.0
Ni no Kuni: Wrath of the White Witch Remastered,Level 5/Bandai Namco Games,2019,82.5,6.0
Nickelodeon Kart Racers,GameMill Entertainment,2018,40.71,7.0
Nidhogg,Code Mystics Inc./Messhof,2014,88.33,3.0
Nidhogg 2,Messhof,2017,68.86,14.0
NieR: Automata,PlatinumGames/Square Enix,2017,88.84,62.0
NieR: Automata - 3C3C1D119440927,PlatinumGames/Square Enix,2017,82.62,8.0
NieR: Automata - Game of the YoRHa Edition,PlatinumGames/Square Enix,2019,90.88,8.0
Niffelheim,Ellada Games,2019,75.0,1.0
Night in the Woods,Infinite Fall,2017,89.17,9.0
Night Trap: 25th Anniversary Edition,Digital Pictures/Limited Run Games,2017,55.71,7.0
Nightmare Boy,The Vanir Project/Badland Games,2017,40.0,1.0
Nightmares from the Deep 2: The Siren's Call,Artifex Mundi,2017,75.0,2.0
Nightmares from the Deep 3: Davy Jones,G5 Software/Artifex Mundi,2018,70.0,1.0
Nightmares from the Deep: The Cursed Heart,Artifex Mundi,2016,60.0,2.0
Nights of Azure,Gust/Koei Tecmo Games,2016,68.21,28.0
Nights of Azure 2: Bride of the New Moon,Gust/Koei Tecmo Games,2017,65.71,21.0
Nine Parchments,Frozenbyte,Inc.,68.33,3.0
Ninja Pizza Girl,Disparity Games,2016,80.0,2.0
Ninja Senki DX,Jonathan Lavigne/Tribute Games,2016,73.75,4.0
Ninja Shodown,Bitmap Bureau/Rising Star Games,2017,40.0,1.0
Ninjin: Clash of Carrots,Pocket Trap/Modus Games,2018,60.62,4.0
Nioh,Team Ninja/Sony Interactive Entertainment,2017,88.75,56.0
Nioh: Bloodshed's End,Team Ninja/Sony Interactive Entertainment,2017,87.5,2.0
Nioh: Defiant Honor,Team Ninja/Sony Interactive Entertainment,2017,75.0,2.0
Nioh: Dragon of the North,Team Ninja/Koei Tecmo Games,2017,70.0,5.0
Nippon Marathon,Onion Soup/PQube,2018,55.0,4.0
Nitroplus Blasterz: Heroines Infinite Duel,Examu/Marvelous Inc.,2016,69.53,30.0
No Heroes Allowed! VR,Acquire/Sony Interactive Entertainment,2017,73.0,5.0
No Man's Sky,Hello Games,2016,71.23,61.0
No Man's Sky Beyond,Hello Games,2019,86.67,6.0
No Time to Explain,tinyBuild,2016,50.0,1.0
Nobunaga's Ambition: Sphere of Influence,Koei Tecmo Games,2015,79.12,16.0
Nobunaga's Ambition: Sphere of Influence - Ascension,Koei Tecmo Games,2016,71.3,10.0
Nobunaga's Ambition: Taishi,Koei Tecmo Games,2018,67.5,6.0
Nom Nom Galaxy,Q-Games/Double Eleven,2015,68.92,12.0
NORTH,Outlands,2018,50.0,2.0
Not a Hero,roll7/Devolver Digital,2016,75.43,21.0
NOVA-111,Funktronic Labs/Curve Studios,2015,73.0,5.0
